review_text,rating,brand,product_name,user_id,source,verified_purchase,review_date
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP57Z4K0NAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
,,itel,IT724MP5R1DCINAFAMZ,,GSM Arena,False,2025-09-12 17:05:55.802564
